,0,1
5315,eritrocit,rdeče krvno telesce
5316,erizipel,šen
5317,erizipeloid,svinjska rdečica
5318,erodirati,razjesti
5319,eros,čutna ljubezen
5320,erotik,erotikinja
5321,erotikinja,erotik
5322,erotičen,ljubezenski
5323,erotoman,spolna obsedenka
5324,erotomanija,spolna obsedenost
5325,erotomanka,spolna obsedenka
5326,erozija,izpiranje
5327,erozijski,eroziven
5328,eroziven,erozijski
5329,erudicija,načitanost
5330,erudit,modrec
5331,eruditiven,učenjaški
5332,eruditka,erudit
5333,erupcija,izbruh
5334,esen,esenka
5335,esenca,bistvo
5336,esencialen,bistven
5337,esencialist,esencialistka
5338,esencialistka,esencialist
5339,esenka,esen
5340,eskalator,tekoče stopnice
5341,eskalirati,stopnjevati se
5342,eskapada,norčija
5343,eskapist,eskapistka
5344,eskapistka,eskapist
5345,eskapizem,beg pred resničnostjo
5346,esker,prodnato-peščen greben
5347,eskimotiranje,popoln obrat
5348,eskont,diskont
5349,eskontirati,diskontirati
5350,eskploziv,zapornik
5351,esparzeta,navadna turška detelja
5352,esperantist,esperantistka
5353,esperantistka,esperantist
5354,espresso,ekspres kava
5355,estet,estetik
5356,estetik,estet
5357,estetičarka,estetka
5358,estetičen,estetski
5359,estetka,estetičarka
5360,estuarij,ustje
5361,etabliran,uveljavljen
5362,etabliranje,uveljavitev
5363,etablirati,uveljaviti
5364,etandiol,diol
5365,etanoat,acetat
5366,etanojski,oceten
5367,etanol,špirit
5368,etapa,del
5369,etažera,stojalo s policami
5370,etcetera,in tako dalje
5371,eten,etilen
5372,eter,ozračje
5373,eteričen,nesnoven
5374,eternet,ethernet
5375,ethernet,eternet
5376,etik,etičarka
5377,etiketiranje,označevanje
5378,etiketirati,označiti
5379,etilen,eten
5380,etilenglikol,diol
5381,etileter,dietileter
5382,etimolog,etimologinja
5383,etimologinja,etimolog
5384,etin,acetilen
5385,etiologija,vzrok bolezni
5386,etičarka,etik
5387,etičnost,etika
5388,etničnost,etnična pripadnost
5389,etnoarheolog,etnoarheologinja
5390,etnoarheologinja,etnoarheolog
5391,etnobiolog,etnobiologinja
5392,etnobiologinja,etnobiolog
5393,etnobotanik,etnobotaničarka
5394,etnobotaničarka,etnobotanik
5395,etnocid,etnični genocid
5396,etnograf,narodopisec
5397,etnografija,narodopisje
5398,etnografinja,etnograf
5399,etnografski,narodopisen
5400,etnolingvist,etnolingvistka
5401,etnolingvistka,etnolingvist
5402,etnolog,narodoslovec
5403,etnologija,narodoslovje
5404,etnologinja,narodoslovka
5405,etnološki,narodosloven
5406,etnometodolog,etnometodologinja
5407,etnometodologinja,etnometodolog
5408,etnomuzikolog,etnomuzikologinja
5409,etnomuzikologinja,etnomuzikolog
5410,etnozgodovinar,etnozgodovinarka
5411,etnozgodovinarka,etnozgodovinar
5412,etolog,etologinja
5413,etologinja,etolog
5414,etos,duh
5415,etrov,etrski
5416,etrski,etrov
5417,etui,tok
5418,euro,evro
5419,evakuiranec,evakuiranka
5420,evakuiranka,evakuiranec
5421,evakuirati,izprazniti
5422,evalvacija,ovrednotenje
5423,evalvirati,oceniti
5424,evangelijski,evangeljski
5425,evangelist,goreč glasnik
5426,evangelističen,glasniški
5427,evangelistka,evangelist
5428,evangelizacija,evangelizem
5429,evangelizem,evangelizacija
5430,evangeličan,protestant
5431,evangeličanka,protestantka
5432,evangeličanski,protestantski
5433,evangeličanstvo,protestantizem
5434,evangeljski,evangelijski
5435,evaporacija,izparevanje
5436,evaporator,uparjalnik
5437,evaporirati,izpariti
5438,eventualen,možen
5439,eventualno,eventuelno
5440,eventualnost,možnost
5441,eventuelno,eventualno
5442,evfemističen,olepševalen
5443,evfemistično,olepševalno
5444,evfonija,blagoglasje
5445,evfoničen,blagoglasen
5446,evforbija,mleček
5447,evgenik,evgeničarka
5448,evgeničarka,evgenik
5449,evidenca,register
5450,evidenten,jasen
5451,evidentiran,prijavljen
5452,evidentiranje,registracija
5453,evidentno,očitno
5454,evkalipt,evkaliptus
5455,evkaliptus,evkalipt
5456,evokacija,obuditev spominov
5457,evolucijski,razvojen
5458,evolucionist,evolucionistka
5459,evolucionistka,evolucionist
5460,evolutiven,razvojen
5461,evolvirati,razvijati se
5462,evro,euro
5463,evrofil,evrofilka
5464,evrofilka,evrofil
5465,evrofilski,proevropski
5466,evrokomunist,evrokomunistka
5467,evrokomunistka,evrokomunist
5468,evrokrat,evrokratka
5469,evrokratka,evrokrat
5470,evropejstvo,evropski duh
5471,evropocentrist,evropocentristka
5472,evropocentristka,evropocentrist
5473,evroskeptik,evroskeptičarka
5474,evroskeptičarka,evroskeptik
5475,evrovaluta,evropska valuta
5476,evrovizija,Evrovizija
5477,evtanazija,uboj iz usmiljenja
5478,evtanazirati,usmrtiti
5479,ezofagealen,požiralnikov
5480,ezofagitis,vnetje požiralnika
5481,ezoterika,ezoterizem
5482,ezoterizem,ezoterika
5483,f,F
5484,fablon,Fablon
5485,fabula,zgodba
5486,fabuliranje,snovanje zgodb
5487,fabulirati,pripovedovati
5488,fabulist,pripovednik
5489,fabulistka,pripovednica
5490,faca,fris
5491,facies,izraz na obrazu
5492,fafač,fafačica
5493,fafačica,fafač
5494,fag,bakteriofag
5495,fagotist,fagotistka
5496,fagotistka,fagotist
5497,fajansa,majolika
5498,fajgelj,šeboj
5499,fajmošter,župnik
5500,fajt,pretep
5501,fakcionist,fakcionistka
5502,fakcionistka,frakcionaš
5503,fakin,zlikovec
5504,faks,faksirna naprava
5505,faksimile,kopija
5506,faksirati,poslati po faksu
5507,faksirnik,faksirna naprava
5508,fakt,dejstvo
5509,fakti,dejstva
5510,faktičen,dejanski
5511,faktično,dejansko
5512,faktičnost,dejanskost
5513,faktor,dejavnik
5514,faktoriala,faktoriela
5515,faktoriela,faktoriala
5516,faktoring,faktorinški posli
5517,faktorizacija,razstavljanje
5518,faktorizirati,razstaviti na faktorje
5519,faktotum,pomočnik
5520,faktum,dejstvo
5521,faktura,račun
5522,fakturiranje,izstavljanje računov
5523,fakturirati,izstaviti fakturo
5524,fakula,bakla
5525,fakultativen,neobvezen
5526,falangist,falangistka
5527,falangistka,falangist
5528,falanster,falansterij
5529,falansterij,falanster
5530,falc,lepilni papirček
5531,falkonet,lahek top
5532,falokracija,falokratizem
5533,falokratizem,falokracija
5534,falokratičen,falokratski
5535,falokratski,falokratičen
5536,falos,falus
5537,falot,lump
5538,falotka,capinka
5539,falsificirati,ponarediti
5540,falsifikat,falzifikat
5541,falstafovski,veseljaški in okrogel
5542,falus,falos
5543,falzificirati,ovreči
5544,falzifikabilen,ovrgljiv
5545,falzifikabilnost,ovrgljivost
5546,falzifikacija,ovrženje
5547,falzifikat,ponaredek
5548,fama,govorica
5549,familiaren,sproščen
5550,familiarno,po domače
5551,familiarnost,sproščenost
5552,familija,žlahta
5553,famozen,zloglasen
5554,famoznost,notoričnost
5555,fanatizem,zagrizenost
5556,fanatičen,zagrizen
5557,fanatično,zagrizeno
5558,fanatičnost,zagrizenost
5559,fantast,sanjač
5560,fantastika,fantazijski film
5561,fantastka,fantast
5562,fantazije,sanje
5563,fantazijski,domišljijski
5564,fantazijsko,domišlijsko
5565,fantazirati,sanjariti
5566,fantek,deček
5567,fantovstvo,deška doba
5568,fanzin,fenzin
5569,fara,župnija
5570,faran,župljan
5571,farani,župljani
5572,faranka,župljanka
5573,faraonka,faraonska mravlja
5574,faringal,faringalni glas
5575,faringalni,žrelni
5576,faringealni,faringalni
5577,faringitis,vnetje žrela
5578,farinks,žrelo
5579,farizej,hinavec
5580,farizejka,farizej
5581,farizejski,hinavski
5582,farizejstvo,hinavščina
5583,farmacevt,lekarnar
5584,farmacevtika,farmacija
5585,farmacevtka,lekarnarka
5586,farmacija,farmacevtika
5587,farmakoinformator,farmacevtska zastopnica
5588,farmakoinformatorka,farmacevtska zastopnica
5589,farmakolog,farmakologinja
5590,farmakologinja,farmakolog
5591,farmakopeja,uradni farmacevtski priročnik
5592,fartlek,intervalni trening
5593,fasada,krinka
5594,fasader,gipsar
5595,fascikel,mapa
5596,fascinacija,prevzetost
5597,fascinantnost,privlačnost
5598,fasciniran,očaran
5599,fasciniranost,očaranost
5600,fatalen,usoden
5601,fatalist,fatalistka
5602,fatalistka,fatalist
5603,fatalnost,zapeljivost
5604,fatastično,izvrstno
5605,fauvist,fovist
5606,fauvističen,fovističen
5607,fauvistka,fauvist
5608,fauvizem,fovizem
5609,favorit,ljubljenec
5610,favoritka,favorit
5611,favoriziranje,protekcija
5612,favorizirati,dati prednost
5613,faza,stopnja
5614,fašina,poplet
5615,fašist,črnosrajčnik
5616,fašistka,črnosrajčnica
5617,febrilen,vročičen
5618,federacija,konfederacija
5619,federalec,agent FBI-ja
5620,federalen,zvezen
5621,federalist,federalistka
5622,federalistka,federalist
5623,federalizirati,povezati v federacijo
5624,federalka,agent FBI-ja
5625,fehtanje,prosjačenje
5626,fehtar,fehtarka
5627,fehtarka,fehtar
5628,fehtati,žicati
5629,fejst,dober
5630,feldmaršal,najvišji vojaški čin
5631,felem,pluta
5632,feljton,podlistek
5633,femidom,ženski kondom
5634,feminilen,poženščen
5635,feminist,feministka
5636,feministka,feminist
5637,femoralen,bedrn
5638,femur,stegnenica
5639,feni,oboževalci
5640,fenijec,fenijka
5641,fenijka,fenijec
5642,fenol,karbolna kislina
5643,fenomen,pojav
5644,fenomenalen,odličen
5645,fenomenalist,fenomenalistka
5646,fenomenalističen,senzuelističen
5647,fenomenalistka,fenomenalist
5648,fenomenalizem,senzuelizem
5649,fenomenalno,neverjetno
5650,fenomenalnost,odličnost
5651,fenomenolog,fenomenologinja
5652,fenomenologinja,fenomenolog
5653,fenzin,fanzin
5654,fermata,korona
5655,ferment,encim
5656,fermentacija,vrenje
5657,fermentor,bioreaktor
5658,ferplej,fair play
5659,fertilizacija,oploditev
5660,feston,girlanda
5661,fetiš,amulet
5662,fetišist,fetišistka
5663,fetišistka,fetišist
5664,fetišizacija,fetišiziranje
5665,fetišiziranje,fetišizacija
5666,fetus,plod
5667,fevdalec,fevdalni gospod
5668,fevdalistično,fevdalno
5669,fevdalizem,fevdalni red
5670,fevdalka,fevdalec
5671,fevdalno,fevdalistično
5672,fešta,požrtija
5673,fiasko,polomija
5674,fiberglas,steklena vlakna
5675,fibrilaren,vlaknast
5676,fibrilast,vlaknat
5677,fibrilen,fibrozen
5678,fibrom,vlaknjak
5679,fibrotičen,brazgotinski
5680,fibrozen,vlaknat
5681,fibrozitis,vnetje veziva
5682,fibula,mečnica
5683,fidejkomis,dedna zemljiška posest
5684,fiduciar,poverjenik
5685,fiduciaren,zaupniški
5686,figa,nič
5687,figaro,klešče za kodranje las
5688,figo,čisto nič
5689,figovec,smokvovec
5690,figuralen,figurativen
5691,figuralno,figurativno
5692,figurativen,metaforičen
5693,figurativno,metaforično
5694,figurica,kipec
5695,figurina,figurica
5696,figuriran,okrašen z melodičnimi okraski
5697,fijakar,izvošček
5698,fikcija,izmišljeno
5699,fiks,doza
5700,fiksacija,perseveracija
5701,fiksar,fiksarka
5702,fiksarka,fiksar
5703,fiksno,nepremično
5704,fiksnost,stabilnost
5705,fiktiven,izmišljen
5706,fiktivnost,izmišljenost
5707,filakterij,molitveni jermen
5708,filantrop,človekoljub
5709,filantropija,človekoljubje
5710,filantropinja,človekoljub
5711,filantropičen,filantropski
5712,filantropično,filantropsko
5713,filantropski,filantropičen
5714,filantropsko,filantropično
5715,filatelija,zbiranje znamk
5716,filc,polst
5717,file,filet
5718,filet,file
5719,filiacija,izvor
5720,filiala,podružnica
5721,filialen,hčerinski
5722,filibuster,obstrukcionist
5723,filigranski,iz filigrana
5724,filister,buržuj
5725,filistrica,filister
5726,filistrski,malomeščanski
5727,filistrstvo,ignorantstvo
5728,filmanje,snemanje
5729,filmar,cineast
5730,filmarka,cineastka
5731,filmarstvo,film
5732,filmati,snemati
5733,filmografija,seznam filmov
5734,filmoteka,filmski arhiv
5735,filogenetičen,filogenetski
5736,filogenetično,filogenetsko
5737,filogenetski,filogenetičen
5738,filogenetsko,filogenetično
5739,filolog,filologinja
5740,filologinja,filolog
5741,filozof,modrec
5742,filozofinja,filozof
5743,filozofirati,razglabljati
5744,filozofsko,s filozofskega stališča
5745,filter,filtrirni pesek
5746,filtracija,filtriranje
5747,filtrat,precedek
5748,filtrator,precejevalec
5749,filtriranje,filtracija
5750,filtrirati,izločiti
5751,finale,konec
5752,finalen,nameren
5753,finalist,finalistka
5754,finalistka,finalist
5755,finance,denarna sredstva
5756,financirati,denarno podpreti
5757,finansiranje,financiranje
5758,finančen,denaren
5759,finančno,denarno
5760,fine,konec
5761,fingiran,domneven
5762,finitist,finitistka
5763,finitistka,finitist
5764,finiš,pospešitev
5765,finost,prefinjenost
5766,finte,igrice
5767,fintiranje,izigravanje pravil
5768,fintirati,nakazati
5769,fiola,steklenička
5770,firbcati,pasti zijala
5771,firbec,zijalo
5772,firbčen,pretirano radoveden
5773,firbčno,pretirano radovedno
5774,firbčnost,pretirana radovednost
5775,firenški,florentinski
5776,firma,podjetje
5777,fisija,cepitev
5778,fiskalen,davčen
5779,fiskalno,davčno
5780,fisura,razpoka
5781,fitnes,prilagojenost
5782,fitogeograf,fitogeografinja
5783,fitogeografija,geobotanika
5784,fitogeografinja,fitogeograf
5785,fizik,fizičarka
5786,fiziognom,fiziognomik
5787,fiziognomija,fizionomija
5788,fiziognomik,fiziognom
5789,fiziognomski,fizionomski
5790,fiziolog,fiziologinja
5791,fiziologinja,fiziolog
5792,fizionomija,fiziognomija
5793,fizionomski,fiziognomski
5794,fizioterapevt,fizioterapevtka
5795,fizioterapevtka,fizioterapevt
5796,fizičarka,fizik
5797,fizično,telesno
5798,fizičnost,telesnost
5799,fizkultura,telesna kultura
5800,fičfirič,malopridnež
5801,fičnik,ficek
5802,fižolovka,fižolova prekla
5803,flagelant,bičar
5804,flagelantka,flagelant
5805,flagranten,očiten
5806,flajdra,candra
5807,flak,protiletalski top
5808,flamboyant,plameneč
5809,flamingo,plamenec
5810,flancanje,nakladanje
5811,flancati,nakladati
5812,flankirati,postopati
5813,flanša,prirobek
5814,flashback,nenaden spomin na pretekle dogodke
5815,flatulenca,napihnjenost
5816,flavin,rumenilo
5817,flavta,piščal
5818,flavtist,flavtistka
5819,flavtistka,flavtist
5820,flaša,piksna piva
5821,flažolet,mala kljunasta flavta
5822,flebitis,vnetje vene
5823,flebotomija,venesekcija
5824,flegmatično,ravnodušno
5825,flegmatičnost,flegma
5826,flek,madež
5827,fleksibilno,prilagodljivo
5828,fleksibilnost,elastičnost
5829,fleksija,pregibanje
5830,fleksor,upogibalka
5831,flektirati,pregibati
5832,fleten,lušten
5833,fleuron,stiliziran cvet
5834,fleš,bliskavica
5835,flikniti,butniti
5836,flipflop,bistabilno vezje
5837,flirt,flirtanje
5838,flirtanje,spogledovanje
5839,flirtati,koketirati
5840,flodrati,fukati
5841,floem,leptom
5842,flok,prečka
5843,flokulacija,kosmenje
5844,flokulant,flokulator
5845,flokulator,flokulant
5846,flomaster,marker
5847,flop,polomija
5848,flor,las
5849,flora,rastlinstvo
5850,florentinski,firenški
5851,floret,šap
5852,florin,florint
5853,florint,florin
5854,florist,cvetličar
5855,floristika,cvetličarstvo
5856,florističen,rastlinski
5857,floristka,cvetličarka
5858,flosarjenje,brodarjenje
5859,floskula,kliše
5860,floskule,klišeji
5861,flota,ladjevje
5862,fluidizacija,utekočinjenje
5863,fluidizirati,utekočiniti
5864,fluks,pretok
5865,fluktuacijski,nihajoč
5866,fluktuirati,nihati
5867,fluorescenčen,fluorescenten
5868,fluorescirati,sevati
5869,fluorit,jedavec
5870,flush,serija
5871,fobija,strah
5872,fokalen,goriščen
5873,fokus,gorišče
5874,fokusiranje,osredotočenje
5875,fokusirati,izostriti sliko
5876,folacin,folna kislina
5877,foliacija,listastost
5878,foliaren,listen
5879,folijski,folio
5880,folikel,mešiček
5881,folikelski,folikularen
5882,folikularen,folikelski
5883,folio,folijski
5884,folk,folkloren
5885,folklora,ljudska kultura
5886,folkloren,ljudski
5887,folklorist,strokovnjak za folkloro
5888,folkloristka,strokovnjakinja za folkloro
5889,fonacija,tvorba glasu
5890,fond,sklad
5891,fondan,fondant
5892,fondant,fondan
5893,fonem,glas
5894,fonemika,fonologija
5895,fonetik,fonetičarka
5896,fonetika,glasoslovje
5897,fonetičarka,fonetik
5898,fonetski,ozek
5899,foničen,glasoven
5900,fonola,mehanični klavir
5901,fonolog,fonologinja
5902,fonologija,fonemika
5903,fonologinja,fonolog
5904,fonotipist,fonotipistka
5905,fonotipistka,fonotipist
5906,fonotipkanje,tipkanje po diktafonu
5907,font,pisava
5908,fontana,vodnjak
5909,fontanela,mečava
5910,fora,hec
5911,forceps,porodne klešče
5912,forehand,forhend
5913,forenzik,forenzična strokovnjakinja
5914,forenzika,forenzična medicina
5915,forenzičen,sodni
5916,forhend,forehand
5917,forma,kondicija
5918,formacija,razporeditev
5919,formaldehid,metanal
5920,formalist,formalistka
5921,formalističen,akademističen
5922,formalistka,formalist
5923,formalizem,akademizem
5924,formaliziran,natančen
5925,formalnosti,ceremonije
5926,formant,besedotvorno obrazilo
5927,format,veličina
5928,formater,formaterka
5929,formaterka,formater
5930,formiat,metanoat
5931,formiranje,oblikovanje
5932,formirati,oblikovati
5933,formulacija,ubeseditev
5934,formular,obrazec
5935,formuliran,ubeseden
5936,formuliranje,definiranje
5937,forsirati,pretirano vzpodbujati
5938,forsitija,forzicija
5939,fortepianist,fortepianistka
5940,fortepianistka,fortepianist
5941,fortuna,usoda
5942,forzicija,forsitija
5943,fosfatidiletanolamin,cefalin
5944,fosfit,sol fosfonske kisline
5945,fosforescenten,fosforescenčen
5946,fosforescenčen,fosforescenten
5947,fosforjev,fosforjevIII
5948,fosil,okamnina
5949,fotelj,naslanjač
5950,fotka,fotografija
5951,fotoaparat,fotografska kamera
5952,fotocelica,fotoelektrična celica
5953,fotodokumentacija,fotografski arhiv
5954,fotograf,fotografinja
5955,fotografija,slika
5956,fotografinja,fotograf
5957,fotografirati,slikati
5958,fotografka,fotograf
5959,fotogram,posamezna sličica
5960,fotokemijski,fotokemičen
5961,fotokemijsko,fotokemično
5962,fotokemičen,fotokemijski
5963,fotokemično,fotokemijsko
5964,fotokopiranje,kserografija
5965,fotokopirati,kopirati
5966,fotometer,merilnik osvetlitve
5967,fotomodel,manekenka
5968,fotoobčutljiv,fotosenzitiven
5969,fotoobčutljivost,fotosenzitivnost
5970,fotoperioda,svetlobni cikel
5971,fotoreporter,fotožurnalist
5972,fotoreporterka,fotožurnalistka
5973,fotoreporterstvo,fotožurnalizem
5974,fotosenzibilen,občutljiv na svetlobo
5975,fotosenzitiven,fotoobčutljiv
5976,fotosenzitivnost,fotoobčutljivost
5977,fotosession,foto seansa
5978,fotosintetizirati,opravljati fotosintezo
5979,fotosintetičen,fotosintetski
5980,fotosintetski,fotosintetičen
5981,fotostavek,fotostavljenje
5982,fotostavljenje,fotostavek
5983,fototermin,foto seansa
5984,fotožurnalist,fotoreporter
5985,fotožurnalistka,fotoreporter
5986,fotožurnalizem,fotoreporterstvo
5987,fovist,fauvist
5988,fovističen,fauvističen
5989,fovistka,fauvist
5990,fovizem,fauvizem
5991,foyer,avla
5992,fragment,delec
5993,fragmentaren,razdrobljen
5994,fragmentiran,razdrobljen
5995,fragmentirati,razbiti
5996,frajerski,kul
5997,frajla,lepotička
5998,frakcija,skupina
5999,frakcionaš,fakcionistka
6000,frakcionašinja,fakcionistka
6001,fraktura,zlom
6002,framason,mason
6003,framasonski,masonski
6004,framasonstvo,masonstvo
6005,frambezija,grambezija
6006,francoski,francozarski
6007,francoz,francoski ključ
6008,francozarski,francoski
6009,francozi,sifilis
6010,franglais,frangleščina
6011,frangleščina,franglais
6012,frankirati,nalepiti znamko
6013,frankofil,frankofilka
6014,frankofilka,frankofil
6015,frankofob,frankofobinja
6016,frankofobinja,frankofob
6017,frankofon,frankofonka
6018,frankofonka,frankofon
6019,frančiškanka,frančiškan
6020,franšiza,franšizna licenca
6021,frapanten,osupljiv
6022,frapantno,zelo presenetljivo
6023,frapiran,osupel
6024,frapiranost,osuplost
6025,fraternizirati,bratiti se
6026,frazarjenje,publicistični jezik
6027,fraze,odzivi
6028,frazeologem,stalna besedna zveza
6029,frazeologija,izrazje
6030,frazeološki,idiomatičen
6031,frazer,frazerka
6032,frazerka,frazer
6033,frazerski,demagoški
6034,frazerstvo,demagoško besedičenje
6035,frazni,besednozvezni
6036,frača,prača
6037,fračar,pračar
6038,fračarka,fračar
6039,fračkanje,frčkanje
6040,frdaman,hudiman
6041,frdamano,hudimano
6042,free,improviziran
6043,frekvenca,frekventnost
6044,frekventen,pogost
6045,frekventnost,pogostnost
6046,fremitus,predenje
6047,frenetičen,divji
6048,frenetično,divje
6049,frenolog,frenologinja
6050,frenologinja,frenolog
6051,freudovec,freudovka
6052,freudovka,freudovec
6053,freza,prekopalnik
6054,frezalnik,rezkalnik
6055,frezalo,rezkalo
6056,frezati,narezkati
6057,frfotanje,prhutanje
6058,frfrast,lahkomiseln
6059,frfrav,lahkomiseln
6060,frfru,frufru
6061,fric,švab
6062,frigiden,spolno hladen
6063,frigidnost,spolna hladnost
6064,frik,obsedenec s tehniko
6065,frikativa,pripornik
6066,frikativen,priporen
6067,frikcija,tor
6068,frikcijski,toren
6069,fris,faca
6070,frise,frize
6071,friteza,cvrtnik
